condition,replicate,method,level,parameter,n,rmse,bias,pearson,spearman,ceiling_rate,interval_coverage,true,probability_positive,mean,median,ci_low,ci_high
negative,2,MLE_theta10,participant,alpha,111.0,0.2881493973783567,0.0687326817308993,0.2752332723384361,0.3176697178608487,,,,,,,,
negative,2,hierarchical,participant,kappa,111.0,0.1537030612434927,-0.0100182725177671,0.7771127445795516,0.7142330642330642,,0.972972972972973,,,,,,
negative,2,MLE_theta10,participant,kappa,111.0,0.2261944457530852,0.0341489176954578,0.7469180846601733,0.6504826254826255,,,,,,,,
negative,2,hierarchical,participant,theta,111.0,0.5699550652694687,-0.0580309526767814,0.6916650044703789,0.7242190242190242,0.0,0.963963963963964,,,,,,
negative,2,MLE_theta10,participant,theta,111.0,2.995596504944412,1.061333851156335,0.4295826348301059,0.5550937077152599,0.1081081081081081,,,,,,,
negative,2,hierarchical,participant,friend_value_probability_effect,111.0,0.0746575216495272,-0.013788872708563,0.7707813548091001,0.7520007020007019,,0.945945945945946,,,,,,
negative,2,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1075072394555703,0.0123607696243826,0.7134834995637691,0.6968803481764073,,,,,,,,
negative,2,hierarchical,population,mu_alpha,,,0.0984323798939499,,,,1.0,-1.0,0.0,-0.90156762010605,-0.90100802775,-1.169241990875,-0.63099140469
negative,2,hierarchical,population,mu_kappa,,,-0.0720120636378125,,,,1.0,-1.2,0.0,-1.2720120636378125,-1.2670492655,-1.4773287724,-1.0863518957250002
negative,2,hierarchical,population,mu_theta,,,-0.0753417182051749,,,,1.0,1.0,1.0,0.924658281794825,0.9201310818,0.5830671553825001,1.28845078335
negative,2,hierarchical,population,tau_alpha,,,0.0198874975559248,,,,1.0,0.65,1.0,0.6698874975559249,0.6631269021999999,0.4488346946025,0.9252326159325
negative,2,hierarchical,population,tau_kappa,,,0.0131348756239249,,,,1.0,0.65,1.0,0.6631348756239249,0.65835580275,0.5078041033525,0.8484604249774998
negative,2,hierarchical,population,tau_theta,,,-0.0015624152448999,,,,1.0,1.0,1.0,0.9984375847551,0.9880293838,0.6869536295975001,1.374548908
negative,2,hierarchical,population,beta_alpha,,,0.0527503326080016,,,,1.0,0.0,0.68,0.0527503326080016,0.05324102206,-0.1766129158975,0.2876284801
negative,2,hierarchical,population,beta_kappa,,,-0.1037059068910465,,,,1.0,0.0,0.1165,-0.1037059068910465,-0.10176520145,-0.2853421435325,0.0642737320347498
negative,2,hierarchical,population,beta_theta,,,0.0067108482162435,,,,1.0,-0.35,0.01175,-0.3432891517837564,-0.3414774719,-0.6444404154875,-0.046099497861
negative,2,hierarchical,population,friend_probability_change_25_to_75,,,-0.0363906919866896,,,,1.0,-0.1106687828682808,,-0.1470594748549705,-0.1472338985710591,-0.2247171995297707,-0.0681542388137434
negative,3,hierarchical,participant,alpha,111.0,0.123509079722275,0.0383724966683039,0.5087304561244393,0.4983239733239733,,0.954954954954955,,,,,,
negative,3,MLE_theta10,participant,alpha,111.0,0.2701703027672731,0.0712123127457906,0.3488923973914022,0.3875181223035401,,,,,,,,
negative,3,hierarchical,participant,kappa,111.0,0.1722323036853638,-0.003447825087497,0.8528945989668778,0.6967181467181467,,0.972972972972973,,,,,,
negative,3,MLE_theta10,participant,kappa,111.0,0.3364653151457031,0.0722342182751264,0.8385437154815563,0.6282467532467533,,,,,,,,
negative,3,hierarchical,participant,theta,111.0,0.5115198323094287,-0.0052988991141105,0.7097114755179246,0.715952965952966,0.0,0.954954954954955,,,,,,
negative,3,MLE_theta10,participant,theta,111.0,2.679836871045575,0.7792486818100922,0.3460042177807052,0.5884833929994127,0.09009009009009,,,,,,,
negative,3,hierarchical,participant,friend_value_probability_effect,111.0,0.0860228466105308,-0.0087404689938868,0.7993741366863827,0.7914882414882415,,0.954954954954955,,,,,,
negative,3,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1229845473750466,0.0289936008713374,0.7469647228508675,0.7360257212009885,,,,,,,,
negative,3,hierarchical,population,mu_alpha,,,0.1253357468180249,,,,1.0,-1.0,0.0,-0.874664253181975,-0.87698394245,-1.1540545585750002,-0.5869225003975
negative,3,hierarchical,population,mu_kappa,,,0.0393780886650996,,,,1.0,-1.2,0.0,-1.1606219113349003,-1.1556428945,-1.368470647425,-0.9735747969325
negative,3,hierarchical,population,mu_theta,,,-0.1265389623441375,,,,1.0,1.0,1.0,0.8734610376558625,0.86791716675,0.5343292726725,1.238454037475
negative,3,hierarchical,population,tau_alpha,,,0.098171952635,,,,1.0,0.65,1.0,0.748171952635,0.74199050325,0.5115588434675,1.0242098001499995
negative,3,hierarchical,population,tau_kappa,,,0.0649028462551248,,,,1.0,0.65,1.0,0.7149028462551249,0.7089243164000001,0.5562256384125001,0.9066044487825
negative,3,hierarchical,population,tau_theta,,,0.0184771220347874,,,,1.0,1.0,1.0,1.0184771220347877,1.0093773585,0.7241725266475,1.3708397201249998
negative,3,hierarchical,population,beta_alpha,,,0.0336820859582718,,,,1.0,0.0,0.6095,0.0336820859582718,0.032332284005,-0.1970543387675,0.2703526509049999
negative,3,hierarchical,population,beta_kappa,,,-0.0155408563282764,,,,1.0,0.0,0.435125,-0.0155408563282764,-0.014072568235,-0.1969534792724999,0.1539880320349999
negative,3,hierarchical,population,beta_theta,,,-0.099734248735088,,,,1.0,-0.35,0.0015,-0.449734248735088,-0.44633294715,-0.7564086571549999,-0.1552818644825002
negative,3,hierarchical,population,friend_probability_change_25_to_75,,,-0.0357908763031459,,,,1.0,-0.1106687828682808,,-0.1464596591714268,-0.1468592437997199,-0.2417209711484571,-0.0466035773899028
negative,4,hierarchical,participant,alpha,111.0,0.1000241041982867,-0.0073287934596374,0.661650945239078,0.5492979992979993,,0.981981981981982,,,,,,
negative,4,MLE_theta10,participant,alpha,111.0,0.3027736590850106,0.079128393630846,0.2558976375698165,0.2803435956282383,,,,,,,,
negative,4,hierarchical,participant,kappa,111.0,0.1503087517092303,-0.0044105736757433,0.8495779826989058,0.762065637065637,,0.90990990990991,,,,,,
negative,4,MLE_theta10,participant,kappa,111.0,0.2484807473923433,0.0558413099323141,0.7297858483515367,0.6075640575640575,,,,,,,,
negative,4,hierarchical,participant,theta,111.0,0.6224967964558779,-0.0392802256154449,0.6079750279393525,0.6285363285363285,0.0,0.945945945945946,,,,,,
negative,4,MLE_theta10,participant,theta,111.0,2.541783898037102,0.8414809421337813,0.4472507593965658,0.5388852569430119,0.072072072072072,,,,,,,
negative,4,hierarchical,participant,friend_value_probability_effect,111.0,0.0809239962903804,0.0089720606044662,0.8063438800574492,0.6941470691470691,,0.963963963963964,,,,,,
negative,4,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1233118485429492,0.0418955236553242,0.7464091833500562,0.6606550521141653,,,,,,,,
negative,4,hierarchical,population,mu_alpha,,,-0.0530672359205497,,,,1.0,-1.0,0.0,-1.0530672359205495,-1.0513972245,-1.35695885155,-0.7554124210375001
negative,4,hierarchical,population,mu_kappa,,,0.0403271097492123,,,,1.0,-1.2,0.0,-1.1596728902507876,-1.156482386,-1.3568072991,-0.9823351991175
negative,4,hierarchical,population,mu_theta,,,-0.1001782847149125,,,,1.0,1.0,1.0,0.8998217152850875,0.8944054754999999,0.5616582473075,1.2646726696999997
negative,4,hierarchical,population,tau_alpha,,,0.1717480426090499,,,,1.0,0.65,1.0,0.82174804260905,0.8139538294499999,0.5511715670175,1.13465685595
negative,4,hierarchical,population,tau_kappa,,,-0.0494691037248501,,,,1.0,0.65,1.0,0.6005308962751499,0.5964000223,0.4253847764975,0.7999424077524998
negative,4,hierarchical,population,tau_theta,,,0.0821213892063001,,,,1.0,1.0,1.0,1.0821213892063002,1.069854658,0.7626057308474999,1.4572075182000002
negative,4,hierarchical,population,beta_alpha,,,0.0346974219199171,,,,1.0,0.0,0.607625,0.0346974219199171,0.03564186907,-0.2133064612025,0.2909418195849999
negative,4,hierarchical,population,beta_kappa,,,0.0242440360193015,,,,1.0,0.0,0.618,0.0242440360193015,0.02489990263,-0.1355812117925,0.1818658687624999
negative,4,hierarchical,population,beta_theta,,,0.0004818484555028,,,,1.0,-0.35,0.009375,-0.3495181515444971,-0.34692615655,-0.64586486367,-0.05861609051
negative,4,hierarchical,population,friend_probability_change_25_to_75,,,0.012616971174399,,,,1.0,-0.1106687828682808,,-0.0980518116938818,-0.0994375618966301,-0.1956509460271453,0.0065516783543184
positive,0,hierarchical,participant,alpha,111.0,0.1290399993275945,0.048532428875445,0.477302849193287,0.4521498771498771,,0.8378378378378378,,,,,,
positive,0,MLE_theta10,participant,alpha,111.0,0.3027467733797989,0.1171563510291172,0.2754467554795167,0.3136687933470889,,,,,,,,
positive,0,hierarchical,participant,kappa,111.0,0.1490226239281946,-0.0236469918291005,0.8137155083451509,0.6562390312390313,,0.945945945945946,,,,,,
positive,0,MLE_theta10,participant,kappa,111.0,0.2734378899295261,0.0591199019437663,0.681177135525493,0.5390224640224639,,,,,,,,
positive,0,hierarchical,participant,theta,111.0,0.4372161339301255,0.0354282250901633,0.7190545377827062,0.707063882063882,0.0,0.990990990990991,,,,,,
positive,0,MLE_theta10,participant,theta,111.0,3.0805842734031392,1.1335989925584435,0.4146275943227261,0.6100600974017414,0.1081081081081081,,,,,,,
positive,0,hierarchical,participant,friend_value_probability_effect,111.0,0.0768649286277892,-0.0194596660403748,0.8023025971959146,0.7434011934011934,,0.954954954954955,,,,,,
positive,0,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1173027399815942,0.0210412392830682,0.7361724268015466,0.6635565928281552,,,,,,,,
positive,0,hierarchical,population,mu_alpha,,,0.3431303782808375,,,,0.0,-1.0,0.0,-0.6568696217191625,-0.65516968785,-0.9141988495425,-0.3862436480950001
positive,0,hierarchical,population,mu_kappa,,,-0.1167609691158124,,,,1.0,-1.2,0.0,-1.3167609691158124,-1.316061345,-1.52456761325,-1.125938706275
positive,0,hierarchical,population,mu_theta,,,-0.1361440138540124,,,,1.0,1.0,1.0,0.8638559861459876,0.8601186015,0.497064782815,1.2603277916499998
positive,0,hierarchical,population,tau_alpha,,,-0.18269830513441,,,,1.0,0.65,1.0,0.46730169486559,0.47019727675,0.13642707258,0.7762437582674998
positive,0,hierarchical,population,tau_kappa,,,0.0358862788997624,,,,1.0,0.65,1.0,0.6858862788997625,0.6821554192,0.5345798339325,0.8614398463474996
positive,0,hierarchical,population,tau_theta,,,0.112547456419175,,,,1.0,1.0,1.0,1.112547456419175,1.0987059875,0.7648243033575001,1.5300565581
positive,0,hierarchical,population,beta_alpha,,,-0.1405812099402086,,,,1.0,0.0,0.107375,-0.1405812099402086,-0.1416495032,-0.3595546859699999,0.0872738694177499
positive,0,hierarchical,population,beta_kappa,,,0.0688633567055621,,,,1.0,0.0,0.778625,0.0688633567055621,0.068931062615,-0.1046990414749999,0.2459403546099998
positive,0,hierarchical,population,beta_theta,,,-0.0509630991152884,,,,1.0,0.35,0.966375,0.2990369008847115,0.29930183255,-0.0212974307634999,0.6257676997325
positive,0,hierarchical,population,friend_probability_change_25_to_75,,,0.014749162234655,,,,1.0,0.1128548650442562,,0.1276040272789113,0.1275415320605739,0.023979231465834,0.2359219828068112
positive,1,hierarchical,participant,alpha,111.0,0.103228075952331,0.0081342332896939,0.6430695782951311,0.5705949455949456,,0.990990990990991,,,,,,
positive,1,MLE_theta10,participant,alpha,111.0,0.2359102638643618,0.03844357638559,0.4158868347745206,0.4259702918200994,,,,,,,,
positive,1,hierarchical,participant,kappa,111.0,0.1506857939623976,-0.0271927393935553,0.8771846828686145,0.7095559845559845,,0.9369369369369368,,,,,,
positive,1,MLE_theta10,participant,kappa,111.0,0.3184978923871274,0.067829127205572,0.7544419133772367,0.6034573534573534,,,,,,,,
positive,1,hierarchical,participant,theta,111.0,0.6036365224954389,0.131640555743955,0.6607989687206959,0.6895401895401896,0.0,0.945945945945946,,,,,,
positive,1,MLE_theta10,participant,theta,111.0,2.3406395852656607,0.7268246944332085,0.4214542614456099,0.559140556856777,0.063063063063063,,,,,,,
positive,1,hierarchical,participant,friend_value_probability_effect,111.0,0.082012042761788,-0.0004739649442311,0.8514041245285748,0.8112846612846614,,0.954954954954955,,,,,,
positive,1,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1096145621408602,0.0365070186823452,0.807218724777348,0.7645902502728558,,,,,,,,
positive,1,hierarchical,population,mu_alpha,,,-0.0041382052738749,,,,1.0,-1.0,0.0,-1.004138205273875,-1.002673286,-1.323383455225,-0.6953996994075
positive,1,hierarchical,population,mu_kappa,,,-0.0157929359495498,,,,1.0,-1.2,0.0,-1.2157929359495498,-1.2111647305,-1.426965698775,-1.0272129415
positive,1,hierarchical,population,mu_theta,,,0.136189985827325,,,,1.0,1.0,1.0,1.136189985827325,1.1295321805,0.7962000380125,1.5141990289999998
positive,1,hierarchical,population,tau_alpha,,,0.3119093032925124,,,,0.0,0.65,1.0,0.9619093032925125,0.9530817094,0.7019853577775,1.2671494011499995
positive,1,hierarchical,population,tau_kappa,,,0.0534048581874249,,,,1.0,0.65,1.0,0.7034048581874249,0.6998996708,0.5383355548025,0.89142926717
positive,1,hierarchical,population,tau_theta,,,0.0027327778180998,,,,1.0,1.0,1.0,1.0027327778181,0.99203068665,0.700318819815,1.359557555025
positive,1,hierarchical,population,beta_alpha,,,-0.009503493242622,,,,1.0,0.0,0.47325,-0.009503493242622,-0.0088252368599999,-0.2705874370825,0.2536612546524995
positive,1,hierarchical,population,beta_kappa,,,0.0235344214968769,,,,1.0,0.0,0.60675,0.0235344214968769,0.02351123382,-0.150532660755,0.1967432992574999
positive,1,hierarchical,population,beta_theta,,,0.0162285587362002,,,,1.0,0.35,0.9915,0.3662285587362002,0.3639379093,0.065943856883,0.6797672310875
positive,1,hierarchical,population,friend_probability_change_25_to_75,,,0.0186306787620464,,,,1.0,0.1128548650442562,,0.1314855438063027,0.131671920557383,0.0271139597385335,0.2383116033746236
positive,2,hierarchical,participant,alpha,111.0,0.1020876031608238,0.0159711631977117,0.4516958728569431,0.4551509301509301,,0.927927927927928,,,,,,
positive,2,MLE_theta10,participant,alpha,111.0,0.307748102844034,0.1180066662212005,0.3041279851833998,0.3381366686531794,,,,,,,,
positive,2,hierarchical,participant,kappa,111.0,0.1786920532335718,0.0135035719972797,0.8028070268081859,0.7245173745173744,,0.918918918918919,,,,,,
positive,2,MLE_theta10,participant,kappa,111.0,0.2251779223239773,0.0590680144162794,0.8066436160526156,0.7356265356265357,,,,,,,,
positive,2,hierarchical,participant,theta,111.0,0.7066848898340314,-0.2024803275521894,0.5079805487060558,0.5884169884169885,0.0,0.7567567567567568,,,,,,
positive,2,MLE_theta10,participant,theta,111.0,2.788415673135889,0.7764142862563909,0.3429048902959557,0.5735133767139415,0.0990990990990991,,,,,,,
positive,2,hierarchical,participant,friend_value_probability_effect,111.0,0.0791783338333516,0.0020480614449359,0.8543963128384694,0.76506669006669,,0.972972972972973,,,,,,
positive,2,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1102073354778657,0.027817099747365,0.8347453291883407,0.7723921916021705,,,,,,,,
positive,2,hierarchical,population,mu_alpha,,,0.0081310514009373,,,,1.0,-1.0,0.0,-0.9918689485990626,-0.99353155445,-1.261536609875,-0.7213865579500001
positive,2,hierarchical,population,mu_kappa,,,0.0601318777272374,,,,1.0,-1.2,0.0,-1.1398681222727625,-1.13703096,-1.3506344218,-0.9551866728175
positive,2,hierarchical,population,mu_theta,,,-0.2271366364946123,,,,1.0,1.0,1.0,0.7728633635053876,0.7689539381,0.50870821664,1.06514947715
positive,2,hierarchical,population,tau_alpha,,,-0.0437904438467874,,,,1.0,0.65,1.0,0.6062095561532126,0.5991203008499999,0.3621688240475,0.88124470226
positive,2,hierarchical,population,tau_kappa,,,0.0417356627157998,,,,1.0,0.65,1.0,0.6917356627157999,0.6870056469,0.5380637060025,0.8784672989425
positive,2,hierarchical,population,tau_theta,,,-0.4382212933239425,,,,0.0,1.0,1.0,0.5617787066760574,0.55543565895,0.2905985239425,0.8669392983549998
positive,2,hierarchical,population,beta_alpha,,,-0.1207123437131058,,,,1.0,0.0,0.121875,-0.1207123437131058,-0.1198354359,-0.3217331123999999,0.0840123771172499
positive,2,hierarchical,population,beta_kappa,,,0.1039762225094397,,,,1.0,0.0,0.888875,0.1039762225094397,0.1027784927,-0.0667518841797499,0.2734721442349996
positive,2,hierarchical,population,beta_theta,,,-0.1268448090712208,,,,1.0,0.35,0.976375,0.2231551909287791,0.22303601185,0.0028136545976,0.4436882146324999
positive,2,hierarchical,population,friend_probability_change_25_to_75,,,0.0296403253260857,,,,1.0,0.1128548650442562,,0.142495190370342,0.1404732172624639,0.031794645670551,0.2663842987372355
positive,3,hierarchical,participant,alpha,111.0,0.1153836151366634,0.0300578919418908,0.5690016874028175,0.5512987012987013,,0.90990990990991,,,,,,
positive,3,MLE_theta10,participant,alpha,111.0,0.2988218066535169,0.0951435904788434,0.3817189693956492,0.4476878009364334,,,,,,,,
positive,3,hierarchical,participant,kappa,111.0,0.1340783022753002,-0.0080646445111643,0.870419153175739,0.7452000702000702,,0.9369369369369368,,,,,,
positive,3,MLE_theta10,participant,kappa,111.0,0.2186550965043535,0.0590261123488108,0.7984278140168592,0.6710336960336959,,,,,,,,
positive,3,hierarchical,participant,theta,111.0,0.6212628148086948,-0.2040030416393289,0.6073055637087427,0.584152334152334,0.0,0.918918918918919,,,,,,
positive,3,MLE_theta10,participant,theta,111.0,2.938268578033345,0.9007603459898582,0.3819595064810214,0.52356089191667,0.1171171171171171,,,,,,,
positive,3,hierarchical,participant,friend_value_probability_effect,111.0,0.0833221739058894,-0.0205233171803911,0.7576797487390166,0.7015444015444015,,0.954954954954955,,,,,,
positive,3,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1170059884820192,0.0125957510713839,0.7412941114656931,0.6804188000034983,,,,,,,,
positive,3,hierarchical,population,mu_alpha,,,0.2169805167627998,,,,1.0,-1.0,0.0,-0.7830194832372002,-0.7818486707000001,-1.0604349994250002,-0.5069276398475001
positive,3,hierarchical,population,mu_kappa,,,-0.1051688870750375,,,,1.0,-1.2,0.0,-1.3051688870750375,-1.301900333,-1.5165129094499998,-1.11435643195
positive,3,hierarchical,population,mu_theta,,,-0.1556579425723262,,,,1.0,1.0,1.0,0.8443420574276738,0.8407474606500001,0.52889070627,1.180107774325
positive,3,hierarchical,population,tau_alpha,,,-0.1209058501554712,,,,1.0,0.65,1.0,0.5290941498445287,0.5301174344499999,0.2114798835775,0.8366395576475
positive,3,hierarchical,population,tau_kappa,,,0.0186652481820625,,,,1.0,0.65,1.0,0.6686652481820625,0.6642684936500001,0.5003620936425,0.8662242658475
positive,3,hierarchical,population,tau_theta,,,-0.2473476751814411,,,,1.0,1.0,1.0,0.7526523248185588,0.7442479337,0.4249627272725,1.1038879253249996
positive,3,hierarchical,population,beta_alpha,,,0.1161318566443109,,,,1.0,0.0,0.85675,0.1161318566443109,0.11658116175,-0.0980015958214999,0.3302315951874999
positive,3,hierarchical,population,beta_kappa,,,0.0403575810898664,,,,1.0,0.0,0.6805,0.0403575810898664,0.0407448311549999,-0.12898700508,0.2088213970324998
positive,3,hierarchical,population,beta_theta,,,0.0107621745677656,,,,1.0,0.35,0.99625,0.3607621745677656,0.359220199,0.095673772877,0.6357020041375
positive,3,hierarchical,population,friend_probability_change_25_to_75,,,0.0173176666814011,,,,1.0,0.1128548650442562,,0.1301725317256574,0.1292001358905984,0.0317304036143854,0.2311347926647713
positive,4,hierarchical,participant,alpha,111.0,0.1089754704200911,-0.026979932729432,0.4720861301828305,0.3487714987714987,,0.8738738738738738,,,,,,
positive,4,MLE_theta10,participant,alpha,111.0,0.2744736720127825,0.0394390258030252,0.2262713344186493,0.2148462015750817,,,,,,,,
positive,4,hierarchical,participant,kappa,111.0,0.1498605070560959,0.0188028389145588,0.7045283105728901,0.6255616005616005,,0.8828828828828829,,,,,,
positive,4,MLE_theta10,participant,kappa,111.0,0.2940284813345059,0.0927519878506646,0.5724000977517469,0.5206826956826955,,,,,,,,
positive,4,hierarchical,participant,theta,111.0,0.6069671820063562,-0.1688173105412494,0.5979510066788771,0.5255265005265005,0.0,0.6666666666666666,,,,,,
positive,4,MLE_theta10,participant,theta,111.0,2.674904860248203,0.7961347757492597,0.3324518310296391,0.5342200130868198,0.09009009009009,,,,,,,
positive,4,hierarchical,participant,friend_value_probability_effect,111.0,0.0764030850170977,0.0119197443612186,0.7794410806307646,0.7206826956826957,,0.9369369369369368,,,,,,
positive,4,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1262079632897831,0.048829425913303,0.7405974335659927,0.6804791371562757,,,,,,,,
positive,4,hierarchical,population,mu_alpha,,,-0.1515843700579124,,,,1.0,-1.0,0.0,-1.1515843700579125,-1.1501010415,-1.416391294225,-0.8947599066450002
positive,4,hierarchical,population,mu_kappa,,,0.073992142274325,,,,1.0,-1.2,0.0,-1.126007857725675,-1.1228983415,-1.303613099875,-0.968988387055
positive,4,hierarchical,population,mu_theta,,,-0.2456335316276374,,,,1.0,1.0,1.0,0.7543664683723625,0.75290420385,0.5111789202275,1.0067758729999998
positive,4,hierarchical,population,tau_alpha,,,-0.1308585475488649,,,,1.0,0.65,1.0,0.5191414524511351,0.5159832938,0.251170607265,0.8000136072424998
positive,4,hierarchical,population,tau_kappa,,,-0.1609190120524,,,,1.0,0.65,1.0,0.4890809879476,0.4873461764,0.33191979218,0.6605332766575
positive,4,hierarchical,population,tau_theta,,,-0.5705481793234464,,,,0.0,1.0,1.0,0.4294518206765537,0.43813514625,0.04787784115775,0.7793711476749999
positive,4,hierarchical,population,beta_alpha,,,0.0667618077457863,,,,1.0,0.0,0.745125,0.0667618077457863,0.067243846185,-0.1380172140074999,0.268385829975
positive,4,hierarchical,population,beta_kappa,,,0.0381651315384413,,,,1.0,0.0,0.701,0.0381651315384413,0.0387126031,-0.1103222776675,0.1833604528124998
